a_value,hit,models_entry_index,models_offset,packed_size,template_ids,template_count
298603,True,2830,271980057,38471,5378,1
298607,True,3247,287120845,6753,5466,1
298611,True,3240,286946960,12834,5532,1
298618,True,3241,286959794,12834,5800,1
298631,True,3242,286972628,12834,5801,1
298653,True,395,73172293,18725,6043,1
298743,True,2793,271317317,10359,6077,1
298746,True,2794,271327676,15727,6080,1
298748,True,2795,271343403,12843,6086,1
298756,True,2831,272018528,8705,6088,1
298799,True,3243,286985462,68422,6091,1
298803,True,3244,287053884,30098,6092,1
298945,True,2810,271594182,10266,6104,1
298949,True,2805,271539038,10266,6105,1
299115,True,3245,287083982,30100,6208,1
299120,True,3148,282953832,16852,6207,1
299125,True,3147,282936982,16850,6206,1
299812,True,2742,270158496,29210,6097,1
299821,True,2744,270216925,29219,6098,1
299833,True,2840,272291358,33151,6099,1
299840,True,3035,278981404,7186,6100,1
300179,True,2796,271356246,10359,6214,1
300207,True,2832,272027233,8705,6217,1
300297,True,302,65263738,162309,6221,1
300341,True,309,67196655,127149,6220,1
301158,True,1748,199928299,25552,6231,1
302440,True,2868,272784243,7207,6241,1
302501,True,3079,280667318,83825,6270,1
302507,True,3149,282970684,39548,6258,1
302512,True,3150,283010232,29844,6259,1
302517,True,3151,283040076,19839,6260,1
302520,True,3152,283059915,19837,6261,1
302523,True,3153,283079752,19841,6262,1
302526,True,3348,289500800,53890,6263,1
302530,True,3349,289554690,53892,6264,1
302535,True,3350,289608582,53890,6265,1
302539,True,3364,290515592,7371,6266,1
302542,True,3365,290522963,7371,6267,1
302545,True,3366,290530334,9511,6268,1
302548,True,3367,290539845,8601,6269,1
302902,True,1467,191673995,65814,6273,1
303163,True,3080,280751143,83827,6257,1
303195,True,3038,279002964,30078,6277,1
303202,True,3039,279033042,30078,6278,1
303670,True,2780,271085491,23759,6281,1
303673,True,2781,271109250,19529,6282,1
305165,True,2851,272508518,17101,6289,1
305169,True,2852,272525619,13465,6290,1
305172,True,2853,272539084,13465,6291,1
305212,True,3362,290468890,23351,6294,1
305216,True,3363,290492241,23351,6295,1
305517,True,3097,281205802,15130,6302,1
305524,True,3098,281220932,10888,6303,1
305528,True,3099,281231820,15130,6304,1
305531,True,3100,281246950,5336,6305,1
305534,True,3101,281252286,5336,6306,1
305539,True,3102,281257622,3572,6307,1
305850,True,1468,191739809,16651,6312,1
305851,True,1470,191773111,16651,6313,1
305858,True,1469,191756460,16651,6311,1
305923,True,1741,199793984,14950,6321,1
305924,True,1742,199808934,13875,6322,1
305925,True,1743,199822809,16286,6323,1
305926,True,1744,199839095,11196,6324,1
305927,True,1745,199850291,25552,6325,1
305928,True,1746,199875843,26228,6326,1
305929,True,1747,199902071,26228,6327,1
306151,True,2436,262966539,15361,6337,1
306156,True,2437,262981900,15361,6338,1
306161,True,2438,262997261,15361,6339,1
306166,True,2439,263012622,15361,6340,1
306171,True,2440,263027983,15361,6341,1
306176,True,2441,263043344,15361,6342,1
306181,True,2442,263058705,15361,6343,1
306186,True,2443,263074066,17571,6344,1
306191,True,2444,263091637,15361,6345,1
307063,True,3342,289458211,8135,6353,1
307068,True,3302,288381942,26267,6350,1
307073,True,3341,289450076,8135,6352,1
307079,True,3303,288408209,26267,6351,1
307336,True,3268,287418391,15246,6357,1
307341,True,3270,287448883,15382,6359,1
307343,True,3269,287433637,15246,6358,1
307918,True,697,108384951,178138,6375,1
308045,True,698,108563089,342500,6376,1
308114,True,699,108905589,109553,6377,1
308141,True,700,109015142,159254,6378,1
308166,True,701,109174396,175963,6379,1
308221,True,714,110145650,119890,6380,1
308241,True,715,110265540,22253,6381,1
308254,True,693,107525225,310094,6382,1
308491,True,716,110287793,99300,6384,1
308534,True,703,109388536,16027,6386,1
308576,True,692,107420312,104913,6388,1
308602,True,696,107969207,415744,6390,1
308642,True,704,109404563,24822,6392,1
308667,True,705,109429385,51170,6394,1
308855,True,706,109480555,20669,6397,1
308858,True,707,109501224,28414,6399,1
308999,True,708,109529638,4113,6401,1
309048,True,709,109533751,49599,6403,1
309069,True,694,107835319,12395,6405,1
309094,True,695,107847714,121493,6407,1
309210,True,717,110387093,57072,6411,1
309259,True,369,72532047,20959,6414,1
309284,True,368,72511092,20955,6409,1
310565,True,718,110444165,29472,6420,1
310580,True,720,110502817,30240,6422,1
310601,True,719,110473637,29180,6421,1
311193,True,1674,197770854,74626,6427,1
311218,True,1676,197855280,7977,6429,1
311240,True,1675,197845480,9800,6431,1
317828,True,1833,202728818,43996,12670,1
317857,True,3745,321397158,23883,9084;12804,2
318839,True,1884,204647438,48578,10325,1
320006,True,1895,205249313,42927,10328,1
320318,True,201,55437375,13301,1401,1
320714,True,1752,200031361,46732,1410,1
320786,True,757,113260034,55337,1421,1
321381,True,2066,213901248,194566,1458,1
321603,True,202,55450676,11654,1472,1
322423,True,410,73286690,23650,1722,1
322431,True,411,73310340,2135,1723,1
322435,True,352,72362030,23662,1668,1
322443,True,353,72385692,2141,1681,1
322520,True,364,72474943,10577,1726,1
322612,True,165,44400836,284116,1731,1
323435,True,1757,200177954,20341,1795,1
327975,True,3444,292156336,9296,12453,1
327980,True,2395,259610163,22440,11652;11653;11654;11897;11898;11899;11900;11901;11902;11903;11904;11905;11906;11907;11908;11909;11910;11911;11912;11913;11914;11915;11916;11917;11918;11919;11920;11921;11922;11923;11924;11925;11926;11927;11928;11931;11932;11933;11934;11935;11936;11937;11938;11939;14522;12452,46
328004,True,3493,292544166,5400,12456,1
328012,True,3447,292175538,4468,12454,1
328016,True,3494,292549566,8820,12455,1
328028,True,3496,292560598,8542,11967,1
328852,True,3630,313100160,47879,13705,1
329635,True,1799,202051271,25865,11839;11848;11849;11850;11851;11852;11853;11854;11942;11943;11944;11945;11946;11947;11948;11949;11950;11951;11952;11953;11954;11955;11956;11957;11958;11959;11960;16218;16219;16220;16221;16222;16223;16224;16400;16401;16402;16403,38
330550,True,1894,205167789,81524,10327,1
332924,True,901,136327351,352950,2301,1
333065,True,900,136047608,279743,2303,1
333113,True,902,136680301,165537,2305,1
333158,True,903,136845838,79056,2327,1
333195,True,904,136924894,102674,2329,1
333229,True,905,137027568,165459,2333,1
333308,True,906,137193027,252727,2336,1
333342,True,689,106203327,797186,2338,1
333375,True,908,137654202,66737,2344,1
333408,True,598,89631985,254803,2786,1
333465,True,2393,259311695,190651,2796,1
333494,True,710,109583350,163463,2798,1
333523,True,711,109746813,36431,2800,1
333827,True,712,109783244,123982,3159,1
333977,True,690,107000513,348858,3191,1
334011,True,691,107349371,70941,3763,1
334026,True,702,109350359,38177,3765,1
334343,True,412,73312475,23650,3766,1
334344,True,413,73336125,2135,3770,1
334354,True,907,137445754,208448,3778,1
334662,True,3636,314558886,241398,13556,1
335388,True,1775,200590104,75346,3855,1
335472,True,300,63822833,1392299,3852,1
336527,True,2568,266422400,4020,3866,1
336745,True,851,125461593,30125,15438,1
336824,True,1856,203773667,113159,9221,1
337380,True,1791,201228513,23902,5200,1
337383,True,1792,201252415,18180,5342,1
337386,True,1793,201270595,9154,5345,1
337425,True,380,72847860,51223,5442,1
337813,True,1794,201279749,67206,5897,1
339273,True,772,114246861,392659,6408,1
339919,True,852,125491718,40937,6437,1
340540,True,1700,198926585,57553,6441,1
343727,True,1955,207633428,83031,6451,1
344806,True,2797,271366605,10359,6455,1
344825,True,3374,290617841,13939,6459,1
344829,True,3375,290631780,16837,6460,1
344832,True,2889,273210809,9334,6461,1
344876,True,3216,285344431,15413,6466,1
344878,True,3217,285359844,26803,6467,1
344887,True,3215,285330122,14309,6465,1
344920,True,3036,278988590,7186,6469,1
344976,True,740,112071805,95971,6480,1
344999,True,210,55914560,207402,6485,1
345044,True,743,112405903,141483,6481,1
345068,True,770,114154653,42009,6484,1
345073,True,749,113005601,41368,6482,1
345092,True,768,114049828,20507,6483,1
345217,True,833,121416505,16637,6478,1
345583,True,813,118366294,117956,6486,1
346215,True,3230,286611899,36617,6496,1
346233,True,3231,286648516,46755,6497,1
346236,True,3232,286695271,46755,6498,1
346239,True,3233,286742026,46755,6499,1
346242,True,3234,286788781,6779,6500,1
346639,True,46,14135401,144005,6504,1
346764,True,1989,210281891,60203,3414,1
346783,True,1990,210342094,60203,6507,1
346962,True,3572,302126032,103974,13744,1
347129,True,859,126681737,281607,6568,1
347163,True,854,125554151,340160,6566,1
347193,True,855,125894311,495917,6571,1
347238,True,857,126453836,208277,6567,1
347265,True,860,126963344,177848,6569,1
347288,True,861,127141192,580161,6570,1
347317,True,863,127738834,509081,6573,1
347342,True,869,128656277,315332,6572,1
347386,True,808,117899720,302309,6517,1
347486,True,871,129109087,134289,6529,1
347707,True,810,118217071,26655,6520,1
347854,True,744,112547386,141499,6533,1
347878,True,741,112167776,95971,6532,1
347897,True,786,116556931,67789,6530,1
347937,True,788,116743743,62129,6531,1
347968,True,771,114196662,50199,6536,1
348185,True,3355,289907762,86633,6541,1
348243,True,3356,289994395,86633,6542,1
348249,True,3357,290081028,87517,6543,1
348253,True,3358,290168545,87517,6544,1
348610,True,171,44801193,20769,6559,1
348632,True,172,44821962,20769,6560,1
348647,True,173,44842731,20769,6561,1
348652,True,174,44863500,20769,6563,1
349582,True,856,126390228,63608,6581,1
349584,True,858,126662113,19624,6580,1
349589,True,864,128247915,197986,6577,1
349669,True,778,115056483,763689,6584,1
349686,True,779,115820172,266694,6585,1
349935,True,3037,278995776,7188,6586,1
349957,True,3020,278540722,83308,6589,1
349977,True,3021,278624030,83236,6590,1
350249,True,899,135998715,48893,6592,1
350319,True,909,137720939,95985,7962,1
351034,True,862,127721353,17481,6579,1
352832,True,3517,293015504,79551,13742,1
353140,True,3557,300250316,91589,13743,1
353231,True,865,128445901,70540,6605,1
353260,True,866,128516441,35472,6606,1
353281,True,867,128551913,38004,6607,1
353306,True,868,128589917,66360,6608,1
353595,True,36,10112163,1931943,6612,1
353832,True,32,9879307,58214,6620,1
353833,True,33,9937521,58214,6619,1
353834,True,34,9995735,58214,6618,1
353835,True,35,10053949,58214,6617,1
353844,True,37,12044106,80595,6622,1
354198,True,1774,200564676,25428,6624,1
354235,True,1760,200246953,22036,6626,1
354419,True,1787,200875025,240138,6628,1
355260,True,600,89902585,27752,6646,1
355272,True,599,89886788,15797,6647,1
355273,True,601,89930337,149790,6648,1
355274,True,602,90080127,141718,6649,1
355275,True,608,90466279,72396,6650,1
355276,True,609,90538675,12338,6651,1
355277,True,610,90551013,76123,6652,1
355278,True,611,90627136,64096,6653,1
355279,True,612,90691232,12404,6654,1
355481,True,613,90703636,16054,6706,1
355482,True,615,90753633,48093,6707,1
355483,True,616,90801726,2075,6708,1
355484,True,617,90803801,2075,6709,1
355485,True,620,90825474,30007,6715,1
355486,True,621,90855481,22800,6710,1
355487,True,622,90878281,11876,6711,1
355488,True,623,90890157,10546,6712,1
355489,True,624,90900703,10422,6713,1
355490,True,626,90929265,356009,6714,1
355491,True,628,91481539,130601,6689,1
355492,True,630,92031476,407413,6690,1
355493,True,631,92438889,110996,6691,1
355494,True,632,92549885,95738,6692,1
355495,True,633,92645623,129905,6693,1
355496,True,634,92775528,194015,6694,1
355497,True,635,92969543,10209,6695,1
355498,True,636,92979752,196455,6696,1
355499,True,637,93176207,60393,6697,1
355500,True,638,93236600,121272,6698,1
355501,True,639,93357872,10150,6699,1
355502,True,640,93368022,25591,6700,1
355503,True,641,93393613,386276,6701,1
355504,True,642,93779889,178328,6702,1
355505,True,643,93958217,136314,6703,1
355506,True,644,94094531,74912,6704,1
355507,True,645,94169443,216573,6705,1
355508,True,646,94386016,46609,6716,1
355509,True,648,94479234,17027,6717,1
355510,True,649,94496261,19327,6718,1
355511,True,650,94515588,19327,6719,1
355512,True,651,94534915,19327,6720,1
355513,True,652,94554242,17027,6721,1
355514,True,653,94571269,24443,6722,1
356326,True,654,94595712,30074,6744,1
356327,True,655,94625786,184617,6739,1
356328,True,658,94875587,29995,6740,1
356330,True,660,94935953,61760,6742,1
356331,True,661,94997713,41603,6743,1
356332,True,662,95039316,20128,6745,1
356333,True,663,95059444,5226,6746,1
356334,True,664,95064670,4242,6747,1
356335,True,665,95068912,5226,6748,1
356336,True,666,95074138,4242,6749,1
356337,True,667,95078380,5226,6750,1
356338,True,668,95083606,6662,6752,1
356339,True,669,95090268,3610,6751,1
356340,True,670,95093878,6662,6753,1
356341,True,671,95100540,2682,6754,1
356384,True,659,94905582,30371,6741,1
356828,True,1117,168483065,370331,5460,1
358253,True,324,67551615,25375,12249;12396,2
360268,True,625,90911125,18140,2084,1
360290,True,1099,165276951,119506,3653,1
360748,True,2984,276855274,59553,6764,1
360756,True,2985,276914827,59551,6763,1
362453,True,3191,284348669,117210,221,1
362458,True,3192,284465879,117210,225,1
377176,True,1861,203989589,53775,12251,1
377928,True,1385,186051956,86618,14507,1
380670,True,2681,267690082,3855,12806,1
380699,True,2677,267619154,8492,13852,1
380702,True,2688,267822578,3855,12808,1
380866,True,2679,267664623,3894,13993,1
380867,True,3501,292611881,11578,13994,1
380869,True,2076,214870731,2730,13996,1
380871,True,2676,267615356,3798,13997,1
380943,True,2103,215361013,4322,14018,1
381073,True,3512,292910026,10137,13992,1
381081,True,2674,267608422,3762,13995,1
381093,True,2098,215251952,4532,14019,1
381096,True,2099,215256484,6098,14020,1
381102,True,2077,214873461,2730,14022,1
381331,True,2016,212604374,4568,14021,1
381343,True,1642,197247057,38729,14023,1
382748,True,1005,150521229,91813,6913,1
382773,True,1006,150613042,65995,6899,1
382855,True,1007,150679037,171531,6900,1
382871,True,1008,150850568,236909,6901,1
382888,True,1009,151087477,242325,6902,1
382907,True,1010,151329802,146970,6903,1
382925,True,1011,151476772,384436,6904,1
382946,True,1012,151861208,2273525,6905,1
383675,True,1029,157522765,1994441,6907,1
383962,True,1013,154134733,469778,6906,1
384415,True,997,147591110,21405,6910,1
384738,True,1002,148580894,479267,6912,1
384829,True,1887,204818064,46399,10337,1
385021,True,589,88657023,139727,6923,1
385072,True,590,88796750,29483,6925,1
385089,True,595,89067850,16914,6926,1
385142,True,1606,195973439,88927,6934,1
385354,True,594,89004526,63324,6924,1
385455,True,2094,215192292,13213,12810,1
385456,True,2095,215205505,10279,12812,1
385788,True,591,88826233,123377,6948,1
385806,True,568,86314021,148698,6949,1
386355,True,1667,197571531,11623,12255,1
386359,True,1662,197508325,27058,12257,1
386590,True,593,89000446,4080,6980,1
386629,True,567,86309921,4100,6982,1
386667,True,1663,197535383,5258,13818,1
386948,True,1140,173966003,262424,6997,1
386949,True,1136,172650485,1040914,6998,1
386950,True,528,82252865,6025,7000,1
386951,True,529,82258890,5880,6999,1
386952,True,1138,173930637,23629,7002,1
386953,True,1139,173954266,11737,7001,1
387337,True,2018,212619613,11615,13998,1
387348,True,1661,197505635,2690,13999,1
387660,True,1607,196062366,32494,7005,1
387767,True,1608,196094860,48077,7008,1
387790,True,1609,196142937,101500,7009,1
387957,True,2087,215100818,8152,12826,1
387961,True,2088,215108970,21135,12816,1
387967,True,2089,215130105,11162,12818,1
387971,True,2090,215141267,11304,12814,1
387977,True,2091,215152571,9128,12820,1
387982,True,2092,215161699,5268,12822,1
387987,True,2093,215166967,25325,12824,1
388084,True,2096,215215784,9287,12253,1
388348,True,1111,167509971,431282,7034,1
388423,True,1106,166878179,183155,7036,1
388440,True,1107,167061334,73775,7037,1
388457,True,1108,167135109,94525,7038,1
388476,True,1109,167229634,206652,7039,1
388960,True,1003,149060161,402021,7049,1
389512,True,1110,167436286,73685,7046,1
389550,True,1112,167941253,240020,7048,1
389626,True,569,86462719,4684,7052,1
389632,True,570,86467403,5373,7053,1
389951,True,1105,166556114,322065,7035,1
390029,True,1118,168853396,292084,7059,1
390036,True,1119,169145480,27115,7060,1
390091,True,3666,315824026,12133,15123,1
390096,True,2378,258240380,66394,14908,1
390097,True,2379,258306774,13063,14909,1
390098,True,2386,258378973,7399,14894,1
390099,True,2387,258386372,6925,14895,1
390397,True,1004,149462182,1059047,7711,1
390774,True,2388,258393297,6965,14896,1
390809,True,3667,315836159,20994,14910,1
390832,True,3668,315857153,9966,14893,1
390856,True,3669,315867119,24151,14912,1
393941,True,1664,197540641,10974,12481;12482;12483;12484;12485;12551;12581;12582;12583;12584;12585;12586;12587;12588;12604;12606;12607;12608;12609;12610;12611;12612;12613;12614;12615;12674;12622;12623;12624;12625;12626;14528;14529;14530;14531;14532;14533;14534;14535;14536;14537;14538,42
394570,True,2383,258346607,12085,14900,1
394580,True,2376,258140537,38286,11999,1
394601,True,2384,258358692,11765,14901,1
394604,True,2377,258178823,61557,14915,1
394756,True,3751,321819888,59406,12267;12268;12269;12270,4
394859,True,3767,322644345,58648,12272,1
395240,True,1610,196244437,22202,7110,1
395264,True,1611,196266639,27305,7111,1
395288,True,1612,196293944,30735,7112,1
395345,True,1160,180981866,10955,10335,1
395351,True,1162,180999216,18389,7115,1
395391,True,1613,196324679,30318,7217,1
395447,True,541,83961163,452656,7166,1
395493,True,548,84731232,68727,7162,1
395523,True,549,84799959,30409,7163,1
395532,True,1104,166257222,298892,7164,1
395542,True,550,84830368,98268,7165,1
395635,True,542,84413819,15322,7170,1
395640,True,543,84429141,139963,7171,1
395651,True,544,84569104,62742,7172,1
395700,True,1416,188393833,29434,13083,1
395706,True,1417,188423267,57814,13085,1
395707,True,1418,188481081,18403,13087,1
395790,True,1412,188103586,41045,13089,1
395794,True,1413,188144631,73670,13091,1
395798,True,1414,188218301,92397,13093,1
395854,True,2966,275057612,142977,10998,1
395864,True,2967,275200589,143267,10997;13095,2
395900,True,1568,194725617,6509,14420;14421;14422;14425;14426;14427;16134,7
395926,True,1569,194732126,5437,14419;14423;14424;14428;14429;16133,6
396274,True,545,84631846,25202,7205,1
396282,True,546,84657048,45788,7206,1
396349,True,1473,191800327,10328,12263,1
396484,True,540,83951239,9924,7210,1
396551,True,2023,212666560,18959,12830,1
396552,True,1369,185729330,21278,12828,1
396574,True,1366,185692371,9285,12832,1
396756,True,547,84702836,28396,7232,1
397004,True,1881,204488043,63262,13097,1
397022,True,1886,204782303,35761,13099,1
397118,True,1135,172627801,22684,7240,1
397180,True,527,82235801,17064,7242,1
397348,True,2521,265232889,38264,7245,1
397354,True,2522,265271153,38267,7246,1
397629,True,1474,191810655,10396,12265,1
397710,True,551,84928636,38640,7259,1
397723,True,552,84967276,111212,7260,1
398007,True,553,85078488,19283,7262,1
398183,True,2081,214897819,83598,13101,1
400215,True,998,147612515,126787,7284,1
400526,True,3563,301161264,91508,13745,1
400576,True,3553,299947097,108063,13747,1
400679,True,3561,300894394,161189,13748,1
401177,True,816,118593755,97463,7308,1
401198,True,817,118691218,329994,7309,1
401230,True,818,119021212,136799,7310,1
401523,True,846,124605197,33582,7314,1
401550,True,847,124638779,130222,7315,1
401573,True,845,124519805,85392,7316,1
405302,True,758,113315371,93078,7320,1
405327,True,759,113408449,60787,7321,1
405365,True,760,113469236,49890,7322,1
406003,True,2097,215225071,26881,12276,1
406052,True,1614,196354997,39376,7298,1
406062,True,1615,196394373,79055,7299,1
406143,True,2067,214095814,104899,15430,1
406551,True,1373,185781504,16031,12840,1
406562,True,1367,185701656,14849,12842,1
406564,True,1377,185876111,8375,12844,1
406567,True,1368,185716505,12825,12846,1
406601,True,1376,185868735,7376,12848,1
406603,True,1375,185862784,5951,12850,1
406606,True,1365,185661755,30616,12852,1
406608,True,1374,185797535,65249,12854,1
406635,True,1344,185327508,18213,12856,1
406686,True,1815,202563505,15676,12278,1
406916,True,1504,192576322,32162,13117,1
406925,True,1505,192608484,12301,13119,1
406938,True,1514,192781249,22142,13123,1
406947,True,1513,192763666,17583,13121,1
406955,True,1517,192844719,16266,13153,1
406964,True,1516,192816338,28381,13151,1
406982,True,1938,206312972,7528,13105,1
406991,True,1939,206320500,7918,13107,1
406999,True,1940,206328418,24874,13109,1
407006,True,1941,206353292,22219,13111,1
407009,True,1942,206375511,17708,13113,1
407012,True,1943,206393219,12530,13115,1
407048,True,2068,214200713,83029,15429,1
407140,True,2060,213650481,17664,7416,1
407144,True,2061,213668145,17992,7418,1
407152,True,2062,213686137,10247,15433,1
407153,True,2064,213699820,3084,15432,1
407156,True,1415,188310698,83135,13103,1
407173,True,1431,189767245,58832,11606,1
407178,True,1432,189826077,59428,11607,1
407416,True,462,75716252,33597,7424,1
408309,True,2063,213696384,3436,15431,1
410614,True,3683,316307021,10652,16082,1
410620,True,3732,320932396,12234,16083,1
410621,True,3723,320845583,15370,16087,1
410628,True,3659,315698300,7785,16081,1
411153,True,2381,258328004,7262,14898,1
411165,True,2382,258335266,11341,14899,1
411170,True,3675,315928597,16330,14919,1
411277,True,2375,258133275,7262,14903,1
411280,True,3660,315706085,11263,14905,1
411802,True,773,114639520,184060,7477,1
411889,True,774,114823580,21997,7478,1
411907,True,775,114845577,158655,7479,1
412169,True,776,115004232,25294,7481,1
412190,True,777,115029526,26957,7482,1
413099,True,1589,195318152,13324,7487,1
413700,True,2069,214283742,85970,15428,1
416402,True,3558,300341905,75627,13716,1
416992,True,3595,305389174,19920,13752,1
417135,True,3627,312790255,99593,13753,1
417259,True,3560,300544662,349732,13754,1
417846,True,2709,268908187,23516,13125,1
417862,True,2712,268994578,34318,13127,1
417881,True,3487,292437085,27117,13129,1
417906,True,2710,268931703,19408,13131,1
417924,True,2713,269028896,42442,13133,1
417946,True,2711,268951111,43467,13137,1
417962,True,3420,291955133,46997,13135,1
417991,True,3433,292066466,26007,13139,1
418028,True,3491,292509604,30180,14878;13141,2
418118,True,3488,292464202,17300,13143,1
418146,True,3489,292481502,17187,13145,1
418162,True,3464,292282888,3693,13147,1
418210,True,791,117070068,45010,7565,1
418230,True,792,117115078,19454,7566,1
418245,True,793,117134532,20805,7567,1
419152,True,1508,192651362,6478,13155,1
419159,True,2125,216396552,15253,13157,1
419166,True,2126,216411805,13255,13159,1
419170,True,2127,216425060,13310,13161,1
419178,True,1509,192657840,11478,13163,1
419362,True,762,113581036,44779,7608,1
419383,True,763,113625815,46979,7605,1
419395,True,764,113672794,166498,7606,1
419428,True,738,111958150,18007,7607,1
419478,True,766,113842114,2782,7611,1
419481,True,765,113839292,2822,7612,1
419625,True,2366,257924286,25513,14207;14208;14210;14214;14220,5
419647,True,2367,257949799,25587,14209;14211;14213;14216;14221;14238,6
419655,True,2368,257975386,25765,14212;14215;14217;14218;14219,5
419709,True,1506,192620785,17228,13165,1
419714,True,1507,192638013,13349,13167,1
419719,True,1515,192803391,12947,13169,1
420943,True,3780,322990312,9206,12280,1
420958,True,3773,322807781,12747,12282;12284,2
421368,True,3585,304281793,205985,13756,1
422052,True,1166,181053106,13183,14036;14037,2
422438,True,992,143680484,1149029,7713,1
422499,True,1001,148427908,152986,7714,1
422544,True,994,145789155,1422654,7716,1
422659,True,995,147211809,134363,7717,1
422678,True,996,147346172,244938,7718,1
422705,True,993,144829513,959642,7712,1
422764,True,1000,147916548,511360,7715,1
422794,True,999,147739302,177246,7719,1
422804,True,3796,323646955,169607,7720,1
422935,True,1134,172615187,12614,8677,1
423020,True,1028,156640195,882570,7734,1
423167,True,2373,258103657,13671,12283,1
423278,True,1137,173691399,239238,7741,1
424270,True,3788,323271877,89898,12354,1
424276,True,1103,166228428,28794,7745,1
424512,True,3762,322433219,37457,12428,1
424644,True,3528,295212210,283846,13757,1
424791,True,3763,322470676,36704,12429,1
424793,True,3764,322507380,39929,12430,1
424943,True,2396,259632603,185272,7758,1
424963,True,2397,259817875,157108,7761,1
424972,True,2412,261053638,128477,7763,1
424982,True,2413,261182115,125561,7765,1
424994,True,2417,261836312,165552,7770,1
424999,True,2418,262001864,165550,7771,1
425004,True,2398,259974983,57372,7772,1
425009,True,2399,260032355,57368,7773,1
425035,True,2400,260089723,31633,7778,1
425040,True,2401,260121356,36027,7779,1
425045,True,2402,260157383,100544,7780,1
425050,True,2403,260257927,102738,7781,1
425119,True,990,143624044,27147,7783,1
425677,True,3725,320869588,15150,16088,1
425830,True,991,143651191,29293,7808,1
425980,True,1018,154612655,2036,7816,1
425983,True,1017,154610619,2036,7798,1
425986,True,1019,154614691,2036,7817,1
425989,True,1020,154616727,2036,7818,1
425999,True,1021,154618763,2036,7823,1
426002,True,1022,154620799,2036,7824,1
426005,True,1023,154622835,2036,7825,1
426008,True,1024,154624871,2036,7826,1
426098,True,1015,154606547,2036,7832,1
426102,True,1014,154604511,2036,7831,1
426105,True,1016,154608583,2036,7833,1
426763,True,3388,291644402,10351,12858,1
427165,True,3442,292141169,11654,12860,1
427179,True,3389,291654753,12879,12862,1
427182,True,3390,291667632,2642,12864,1
427183,True,3391,291670274,3706,12866,1
427184,True,3392,291673980,3438,12868,1
427188,True,3393,291677418,15961,12870,1
427189,True,3394,291693379,15666,12872,1
427190,True,3395,291709045,6534,12874,1
427191,True,3396,291715579,10706,12876,1
427625,True,3728,320913430,15150,16086,1
427810,True,3541,297093622,163141,13758,1
427839,True,3546,298145586,415106,13759,1
428005,True,3531,295684546,107650,13760,1
428573,True,3690,316503534,12678,16084,1
430324,True,2369,258001151,25795,14229;14231;14241,3
430325,True,2370,258026946,25513,14235;14239,2
430326,True,2371,258052459,25685,14223;14225;14226;14228;14230;14232;14233;14234;14236;14237,10
430327,True,2372,258078144,25513,14222;14224;14227;14240,4
436223,True,3249,287134238,71279,7923,1
436228,True,3271,287464265,69253,7924,1
436236,True,3135,282176486,73799,7925,1
436293,True,3248,287127598,6640,7927,1
436300,True,3250,287205517,83903,7929,1
436345,True,2569,266426420,11120,8070,1
436351,True,3272,287533518,26741,7933,1
437491,True,3136,282250285,41535,8076,1
437506,True,3500,292606507,5374,8065,1
437693,True,2733,269680205,50160,8074,1
437696,True,2734,269730365,45493,8075,1
437699,True,3239,286896785,50175,8078,1
447381,True,2518,265185495,14081,8084,1
447385,True,2519,265199576,14081,8072,1
456799,True,1620,196582092,167803,7947,1
456835,True,2737,269816578,138102,9625,1
457476,True,3639,315140950,36138,8066,1
457479,True,3640,315177088,9201,8067,1
457485,True,3641,315186289,2547,8069,1
457501,True,3644,315354810,123593,9478,1
457504,True,3645,315478403,93765,9479,1
457507,True,3646,315572168,54937,9480,1
457510,True,3642,315188836,101617,9482,1
457513,True,3643,315290453,64357,9483,1
457523,True,2494,264767271,12301,8663,1
457532,True,2495,264779572,26611,8664,1
457579,True,3251,287289420,51831,8079,1
457582,True,2570,266437540,23844,8071,1
457595,True,3273,287560259,48108,8081,1
457610,True,2997,277788257,39606,8085,1
457641,True,2520,265213657,19232,8073,1
457652,True,2517,265121153,64342,8068,1
457699,True,2414,261307676,142644,8080,1
457706,True,2416,261701432,134880,8670,1
457709,True,2415,261450320,251112,8669,1
457715,True,2404,260360665,52994,8673,1
457730,True,2405,260413659,186428,8674,1
457739,True,2406,260600087,127368,7989,1
457743,True,2407,260727455,40500,7990,1
457749,True,2408,260767955,186041,7991,1
457755,True,2411,261037165,16473,7998,1
457758,True,3062,279335574,70523,7996,1
457760,True,2410,261020692,16473,7997,1
457793,True,2987,277047172,23680,8116,1
457796,True,2986,276974378,72794,8115,1
457799,True,3274,287608367,34150,8082,1
457812,True,3275,287642517,12318,8083,1
457826,True,3137,282291820,32371,8077,1
458344,True,3276,287654835,18330,8086,1
458840,True,3361,290424568,44322,8668,1
459889,True,3555,300114774,105044,13755,1
460047,True,3609,306738500,253811,13762,1
460048,True,3610,306992311,290139,13761,1
460204,True,3662,315730871,28834,16085,1
