b_value,hit,volumes_entry_index,volumes_offset,packed_size,template_ids,template_count
541108,True,364,1359274,8622,11160,1
541380,True,818,2048804,220,11181,1
541387,True,816,2048508,112,11183,1
541517,True,798,2023164,6196,11185,1
541723,True,344,1180662,10246,11124,1
541725,True,413,1407338,8860,8461,1
541739,True,804,2036616,2620,11196,1
541743,True,806,2039276,3088,11194,1
541749,True,807,2042364,1792,11195,1
541761,True,820,2049952,2788,11200,1
541764,True,803,2036252,364,11206,1
541773,True,805,2039236,40,11201,1
541785,True,819,2049024,928,11197,1
541790,True,817,2048620,184,11199,1
541996,True,814,2048320,148,11211,1
542004,True,815,2048468,40,11212,1
542008,True,810,2044416,76,11210,1
542341,True,662,1762014,24724,11215,1
542778,True,655,1756658,328,11228,1
542780,True,656,1756986,652,11229,1
542782,True,657,1757638,688,11230,1
542784,True,658,1758326,976,11231,1
542923,True,663,1786738,14056,11217,1
543040,True,808,2044156,220,11240,1
543049,True,809,2044376,40,11239,1
543054,True,811,2044492,40,11241,1
543057,True,812,2044532,220,11242,1
543060,True,813,2044752,3568,11243,1
543127,True,647,1717374,14644,11286,1
543627,True,1285,3309384,40,13068,1
543628,True,1284,3309344,40,13064,1
544241,True,1857,3694416,40,11299,1
544445,True,1834,3693028,40,13565,1
544489,True,1445,3450192,22936,11277,1
544495,True,1446,3473128,31720,11278,1
544507,True,1387,3343450,9976,11280,1
544513,True,1398,3355374,21916,11281,1
544717,True,1443,3386286,30928,11203,1
545003,True,751,1980712,184,11294,1
545041,True,1444,3417214,32978,11276,1
545479,True,1447,3504848,47870,11308,1
545484,True,1448,3552718,49754,11309,1
545615,True,146,941748,40,11356,1
546023,True,1124,3277822,1012,8203,1
546349,True,1858,3694456,40,11431,1
546440,True,1217,3301840,40,13024,1
546557,True,646,1716938,436,11435,1
546567,True,648,1732018,24400,11437,1
546876,True,558,1577964,19912,11475,1
546899,True,559,1597876,1480,11477,1
547019,True,1101,3275426,40,13540;13542;13544,3
547227,True,560,1599356,8490,11501,1
547279,True,747,1950514,11662,11506,1
547289,True,557,1562316,15648,11509,1
547294,True,556,1545948,16368,11510,1
547370,True,555,1541188,4760,11512,1
549121,True,34,66694,2464,11574,1
549122,True,35,69158,15424,11575,1
549125,True,36,84582,2416,11576,1
549128,True,33,55086,11608,11580,1
549129,True,37,86998,2536,11577,1
549130,True,38,89534,3640,11578,1
549131,True,39,93174,8992,11579,1
554130,True,41,115430,2104,12153,1
554131,True,42,117534,14824,12154,1
554132,True,43,132358,2428,12155,1
554134,True,45,139770,1432,12157,1
560435,True,44,134786,4984,12156,1
565153,True,47,147590,6352,15000,1
565156,True,48,153942,35896,15001,1
565159,True,49,189838,2944,15003,1
565162,True,50,192782,3952,15002,1
565168,True,52,201142,6076,15005,1
565190,True,51,196734,4408,15004,1
576796,True,55,220138,8032,15211,1
576800,True,56,228170,2476,15212,1
576808,True,58,232846,1840,15214,1
576964,True,53,207218,9616,15209,1
580129,True,40,102166,13264,12152,1
580319,True,46,141202,6388,14999,1
580603,True,57,230646,2200,15213,1
580606,True,54,216834,3304,15210,1
581634,True,900,2669066,1156,15483,1
582025,True,71,436010,40,15478,1
582027,True,1347,3327128,40,15436,1
582813,True,327,1072052,40,15662,1
583874,True,61,249586,71468,15808,1
584047,True,62,321054,70844,15809,1
584124,True,60,234726,14860,15810,1
584142,True,65,405796,20120,15811,1
584178,True,66,425916,4894,15812,1
584213,True,63,391898,4244,15813,1
584238,True,64,396142,9654,15814,1
584334,True,59,234686,40,15815,1
584596,True,124,740538,7262,15854,1
584608,True,125,747800,85652,15855,1
584677,True,127,838034,4088,15857,1
584690,True,128,842122,4558,15858,1
584693,True,129,846680,8422,15859,1
584713,True,130,855102,23114,15860,1
584717,True,133,893432,4240,15863,1
584719,True,134,897672,4026,15864,1
584721,True,135,901698,12124,15865,1
584723,True,136,913822,4376,15866,1
584725,True,137,918198,5254,15867,1
584727,True,138,923452,4084,15868,1
584729,True,139,927536,4240,15869,1
584731,True,140,931776,4822,15870,1
584733,True,141,936598,4774,15871,1
584781,True,123,549848,190690,15853,1
584811,True,126,833452,4582,15856,1
584821,True,132,889336,4096,15862,1
584930,True,131,878216,11120,15861,1
587247,True,142,941372,76,16034,1
591114,True,843,2076228,154226,16146,1
591119,True,844,2230454,436,16147,1
591123,True,845,2230890,832,16148,1
591137,True,750,1971482,9230,16149,1
591143,True,749,1962252,9230,16150,1
591183,True,163,943364,18452,6534,1
591186,True,32,35120,19966,16190,1
591527,True,121,537446,6770,16228,1
591566,True,625,1690968,7998,3714,1
591621,True,1092,3240610,25020,16268,1
591632,True,1008,2982354,28716,16248,1
591653,True,891,2450574,35418,16406,1
591656,True,892,2485992,15288,16407,1
591661,True,1009,3011070,25282,16251,1
591667,True,1091,3236504,4106,16267,1
591684,True,1352,3327580,4538,16253,1
592135,True,942,2904730,32412,16328,1
592323,True,1827,3668100,24184,16336,1
592478,True,998,2973074,8128,16338,1
592479,True,1055,3169712,12520,16351,1
592480,True,1021,3097616,9340,16352,1
592481,True,1035,3107512,11728,16354,1
592482,True,1041,3119548,18952,16342,1
592483,True,1042,3138500,8932,16343,1
592484,True,1047,3147592,4120,16344,1
592485,True,1048,3151712,8172,16345,1
592486,True,1049,3159884,9484,16346,1
592487,True,1069,3184408,19192,16339,1
592489,True,1072,3218416,13780,16347,1
592490,True,1073,3232196,3376,16348,1
592491,True,952,2937826,8200,16357,1
592514,True,955,2954878,8776,16340,1
592522,True,1010,3036352,10394,16250,1
592523,True,1011,3046746,11896,16260,1
592524,True,1012,3058642,11896,16245,1
592525,True,1013,3070538,5896,16246,1
592526,True,1014,3076434,6328,16247,1
592527,True,1015,3082762,14582,16257,1
592534,True,1211,3285982,15406,16259,1
592601,True,1093,3265630,9156,16269,1
592683,True,940,2835138,69516,16255,1
592698,True,937,2770030,63324,16332,1
592701,True,935,2693986,11712,16329,1
592703,True,936,2705698,64332,16330,1
592717,True,938,2833354,1744,16310,1
592723,True,890,2376774,73800,16405,1
592725,True,893,2501280,167258,16404,1
