entry_index,name,packed_size,offset
1798,191178.bvi,40,3664924
1799,191183.bvi,40,3664964
1800,74332.bvi,40,3665004
1801,74344.bvi,40,3665044
1802,74444.bvi,40,3665084
1803,74450.bvi,40,3665124
1804,74455.bvi,40,3665164
1805,494844.bvi,40,3665204
1806,494845.bvi,40,3665244
1807,494846.bvi,40,3665284
1808,296009.bvi,184,3665324
1809,295806.bvi,40,3665508
1810,301631.bvi,40,3665548
1811,494851.bvi,40,3665588
1812,494852.bvi,40,3665628
1813,186449.bvi,76,3665668
1814,4961.bvi,220,3665744
1815,45664.bvi,256,3665964
1816,5122.bvi,256,3666220
1817,5153.bvi,220,3666476
1818,5240.bvi,256,3666696
1819,190222.bvi,40,3666952
1820,190226.bvi,40,3666992
1821,190230.bvi,40,3667032
1822,165453.bvi,256,3667072
1823,165469.bvi,256,3667328
1824,165486.bvi,256,3667584
1825,183541.bvi,148,3667840
1826,183921.bvi,112,3667988
1827,592323.bvi,24184,3668100
1828,417882.bvi,40,3692284
1829,223625.bvi,256,3692324
1830,223670.bvi,256,3692580
1831,504670.bvi,40,3692836
1832,530506.bvi,76,3692876
1833,530507.bvi,76,3692952
1834,544445.bvi,40,3693028
1835,581479.bvi,76,3693068
1836,530510.bvi,40,3693144
1837,585599.bvi,76,3693184
1838,530513.bvi,40,3693260
1839,591256.bvi,40,3693300
1840,588696.bvi,40,3693340
1841,530551.bvi,40,3693380
1842,530570.bvi,40,3693420
1843,588698.bvi,40,3693460
1844,588702.bvi,40,3693500
1845,530505.bvi,40,3693540
1846,588704.bvi,40,3693580
1847,591560.bvi,40,3693620
1848,537138.bvi,76,3693660
1849,171902.bvi,76,3693736
1850,319856.bvi,76,3693812
1851,588706.bvi,40,3693888
1852,539866.bvi,40,3693928
1853,591557.bvi,40,3693968
1854,591562.bvi,40,3694008
1855,188655.bvi,220,3694048
1856,294620.bvi,148,3694268
1857,544241.bvi,40,3694416
1858,546349.bvi,40,3694456
1859,399865.bvi,40,3694496
1860,422805.bvi,1624,3694536
1861,399866.bvi,40,3696160
1862,399867.bvi,40,3696200
1863,473367.bvi,40,3696240
1864,473691.bvi,40,3696280
