name,size,sha256,version,parse_status,num_blocks,num_meshes,total_vertices,total_triangles,max_uv_sets,skinned_meshes,max_bones,num_materials,materials,num_textures,textures,keyframe_controllers,num_text_keys,text_keys,ark_anim_variant,num_lights,particle_systems,texture_effects,morph_blocks,cameras,block_histogram
582235.nif,121548,5a12d626d88cecc496ce6040dc1c9926924b55537eba8071d2b3c4024b6555fd,10.1.0.0,PASS,75,2,1542,2074,1,2,2,2,,4,head_down_BASE;head_down_BUMP;head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":2,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":2,""NiArkShaderExtraData"":2,""NiAlphaProperty"":2,""NiMaterialProperty"":2,""NiTriShapeData"":2,""NiSkinInstance"":2,""NiSkinData"":2}"
582335.nif,158129,2588274b3766a53b5d26afe7f10bf8ebf9fb24e1f0252c53f8f900ec9e2ab59a,10.1.0.0,PASS,77,2,2089,2451,1,2,3,2,,4,head_down_BASE;head_down_BUMP;head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":2,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":2,""NiArkShaderExtraData"":2,""NiAlphaProperty"":2,""NiStencilProperty"":2,""NiMaterialProperty"":2,""NiTriShapeData"":2,""NiSkinInstance"":2,""NiSkinData"":2}"
582354.nif,154845,28beecef6c888c5412fd6b005ce3cbb62a02ffca8a5aadda94e7acbc918b1cc0,10.1.0.0,PASS,77,2,2041,2477,1,2,2,2,,4,head_down_BASE;head_down_BUMP;head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":2,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":2,""NiArkShaderExtraData"":2,""NiAlphaProperty"":2,""NiStencilProperty"":2,""NiMaterialProperty"":2,""NiTriShapeData"":2,""NiSkinInstance"":2,""NiSkinData"":2}"
591840.nif,216755,1e4e08d6715373f2f11a20f5af32da2d18775bdb3199135cb076ae1bf789da11,10.1.0.0,PASS,79,2,2898,3339,1,2,2,2,,4,head_down_BASE;head_down_BUMP;head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":2,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":2,""NiArkShaderExtraData"":2,""NiAlphaProperty"":2,""NiStencilProperty"":2,""NiMaterialProperty"":2,""NiTriShapeData"":2,""NiSkinInstance"":2,""NiSkinData"":2}"
592719.nif,302374,36886d181dd9db90c7e0060b3366c55db039427b3c881ef6e9e2f0cb3ac9bb3f,10.1.0.0,PASS,77,2,3061,3364,1,2,14,2,,4,head_down_BASE;head_down_BUMP;head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":2,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":2,""NiArkShaderExtraData"":2,""NiAlphaProperty"":2,""NiMaterialProperty"":2,""NiTriShapeData"":2,""NiSkinInstance"":2,""NiSkinData"":2}"
592124.nif,217118,85a280e3cce78f987ada7719ccaf4eddda7b3238df9daeeeded70492281124c6,10.1.0.0,PASS,77,2,2657,3292,1,2,8,2,,4,head_down_BASE;head_down_BUMP;head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":2,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":2,""NiArkShaderExtraData"":2,""NiAlphaProperty"":2,""NiMaterialProperty"":2,""NiTriShapeData"":2,""NiSkinInstance"":2,""NiSkinData"":2}"
591847.nif,156540,561df2ade8a2c523aa5383ddc444fb6e86d85a308a8293fd871d1c35260fc626,10.1.0.0,PASS,77,2,1982,2846,1,2,2,2,,4,head_down_BASE;head_down_BUMP;head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":2,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":2,""NiArkShaderExtraData"":2,""NiAlphaProperty"":2,""NiMaterialProperty"":2,""NiTriShapeData"":2,""NiSkinInstance"":2,""NiSkinData"":2}"
581688.nif,46650,f80f13e25f9a470790d266bd9a71c6e6d6a5cc357e87b97d2f12f66844196416,10.1.0.0,PASS,68,1,334,600,1,1,1,1,,2,face_BASE;face_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
581691.nif,57986,9c20c760c558b4b532323c3d5bb6600b842479cdcdc1f6b39d9d9d850f949bb9,10.1.0.0,PASS,68,1,434,792,1,1,2,1,,2,face_BASE;face_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
550049.nif,40971,6797a0e7ad963f25e97e4b1b44a4cc93c95cb91984be2388537ced8f0edc7685,10.1.0.0,PASS,68,1,445,846,1,1,1,2,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":2,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
552586.nif,20106,80536ed89729762de0ac21c1d09764be439705e9b842f16250b46f6e741a5fdc,10.1.0.0,PASS,68,1,171,284,1,1,1,2,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":2,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
552677.nif,24852,62f0f2dab3c7a02945f24ef98107dff0a22bebf2339b1739e2f3ce64fff31e72,10.1.0.0,PASS,67,1,233,428,1,1,1,1,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
549576.nif,28049,597a655ffcdd95555a8bd01a88682f8b7b74ffae843d5380a3fce61027a79f1e,10.1.0.0,PASS,67,1,276,508,1,1,1,1,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
552678.nif,34136,7dfbf8fbddf1eaad41e38361de51a4dcbcc0da34fc67a450797f8eb35a5f6404,10.1.0.0,PASS,67,1,356,668,1,1,1,1,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
552679.nif,31652,8b20caaaad608995dec3571301291e4a0ac49476f635e3ad35e0b586c1e82587,10.1.0.0,PASS,67,1,323,608,1,1,1,1,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
552681.nif,20190,de8c9d76faa85dd59d99c29fba114bde0378e162217e0a2e2d01899536ccaf67,10.1.0.0,PASS,67,1,175,346,1,1,1,1,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
584739.nif,52940,2b55742fa69a5cb896d8863d6376999e93595b4b2e8c0d58b3d74f0bbae754d6,10.1.0.0,PASS,67,1,600,1026,1,1,1,1,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
591267.nif,90937,daece92198ce1fb8acd63e696d32b2526e30efe89a4fe9e63597a1271f6faa53,10.1.0.0,PASS,70,1,701,1205,1,1,3,1,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
567250.nif,84944,cab698e1c15d2b9f1974591708015855f78db6b9028039edd7211fafe5ba4cc9,10.1.0.0,PASS,67,1,1080,1340,1,1,1,1,,2,head_up_BASE;head_up_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
591808.nif,61759,7aa092636acb16af6b399aaaba3d622492053eebe47c145782378d0ac8a045ac,10.1.0.0,PASS,70,1,469,548,1,1,1,1,,2,glasses_BASE;glasses_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
591807.nif,33889,a3141d5016ab77157f43e28784bfa4a18ae5754baab4f7078aaf1b6401ce4e8b,10.1.0.0,PASS,70,1,226,380,1,1,1,1,,2,glasses_BASE;glasses_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
591806.nif,19523,aea3b7f12e27db956cb7200f933d5481971619d8af42fea6a44d23d4d9dd8695,10.1.0.0,PASS,70,1,98,176,1,1,2,1,,2,glasses_BASE;glasses_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
592577.nif,25109,9dddebf4c96ce4e43914c40029173ac8c3bd88ffa2ab709723065430f42da1f6,10.1.0.0,PASS,70,1,151,243,1,1,1,1,,2,glasses_BASE;glasses_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
592580.nif,111393,7c1e91c3f4b97ed2ba05a945079458e2f5c72e106af4a194b686e6e12f0f8b16,10.1.0.0,PASS,70,1,920,980,1,1,1,1,,2,glasses_BASE;glasses_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
551551.nif,249750,f42e9b879a49502fc71ae7d1e00afe0e3e15a9ce3e095a1e5d88a44386b2cf5d,10.1.0.0,PASS,86,3,1813,2794,1,3,13,3,,6,forearm_BASE;forearm_BUMP;torso_BASE;torso_BUMP;upperarm_BASE;upperarm_BUMP,0,0,,G3D,0,0,0,3,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":3,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":3,""NiArkShaderExtraData"":3,""NiVertexMorphExtraData"":3,""NiAlphaProperty"":3,""NiMaterialProperty"":3,""NiTriShapeData"":3,""NiSkinInstance"":3,""NiSkinData"":3}"
565690.nif,308940,6e3f4e0dd5ec5c7c7ea57e8e64f63058f49f001af1bb05471df44d11d9a9ca27,10.1.0.0,PASS,86,3,2274,3324,1,3,13,3,,6,forearm_BASE;forearm_BUMP;torso_BASE;torso_BUMP;upperarm_BASE;upperarm_BUMP,0,0,,G3D,0,0,0,3,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":3,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":3,""NiArkShaderExtraData"":3,""NiVertexMorphExtraData"":3,""NiAlphaProperty"":3,""NiMaterialProperty"":3,""NiTriShapeData"":3,""NiSkinInstance"":3,""NiSkinData"":3}"
548977.nif,113787,03aa7ba7e4b178d5efa5540cf9c1a0127e021c83e83833d908b256551a6e3d30,10.1.0.0,PASS,78,2,830,1392,1,2,8,3,,4,calf_BASE;calf_BUMP;leg_BASE;leg_BUMP,0,0,,G3D,0,0,0,2,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":2,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":3,""NiZBufferProperty"":1,""NiTriShape"":2,""NiArkShaderExtraData"":2,""NiVertexMorphExtraData"":2,""NiAlphaProperty"":2,""NiTriShapeData"":2,""NiSkinInstance"":2,""NiSkinData"":2}"
552782.nif,37471,ea77e84c3ebdaa4c318143f714628a221940d2066e91c94689efd123972e1223,10.1.0.0,PASS,68,1,378,624,1,1,6,2,,2,foot_BASE;foot_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":2,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
586272.nif,50657,418da2d612b3a249f71af125cb5867f1e03bdf60cc7b3d2737fdd1ec7688f232,10.1.0.0,PASS,67,1,512,820,1,1,20,1,,2,hand_BASE;hand_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
591977.nif,187309,894d068026e7adade9b98579f6931d167dbc205b89db4d6d6709a2d1a1983a93,10.1.0.0,PASS,71,1,1506,2224,1,1,26,1,,2,hand_BASE;hand_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":57,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
548296.nif,733491,2293d96075332cc8c955b347676278cd543fa9f55fdac7eaa0f7e0e75ca3756e,10.1.0.0,PASS,170,12,4721,7906,1,12,24,12,,23,calf_BASE;calf_BUMP;eye_BASE;eye_BUMP;eyelash_BASE;face_BASE;face_BUMP;foot_BASE;foot_BUMP;forearm_BASE;forearm_BUMP;hand_BASE;hand_BUMP;head_up_BASE;head_up_BUMP;leg_BASE;leg_BUMP;teeth_BASE;teeth_BUMP;torso_BASE;torso_BUMP;upperarm_BASE;upperarm_BUMP,0,0,,G3D,0,0,0,12,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":12,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":12,""NiArkShaderExtraData"":12,""NiVertexMorphExtraData"":12,""NiAlphaProperty"":12,""NiMaterialProperty"":12,""NiTriShapeData"":12,""NiSkinInstance"":12,""NiSkinData"":12,""NiStencilProperty"":1}"
591774.nif,594009,b8e6b364a45ade0e480911ef53b333b282c7c647eec3cee770e90bda5852a39f,10.1.0.0,PASS,170,12,4721,7906,1,12,24,12,,23,calf_BASE;calf_BUMP;eye_BASE;eye_BUMP;eyelash_BASE;face_BASE;face_BUMP;foot_BASE;foot_BUMP;forearm_BASE;forearm_BUMP;hand_BASE;hand_BUMP;head_up_BASE;head_up_BUMP;leg_BASE;leg_BUMP;teeth_BASE;teeth_BUMP;torso_BASE;torso_BUMP;upperarm_BASE;upperarm_BUMP,0,0,,G3D,0,0,0,12,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":12,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":12,""NiArkShaderExtraData"":12,""NiVertexMorphExtraData"":12,""NiAlphaProperty"":12,""NiMaterialProperty"":12,""NiTriShapeData"":12,""NiSkinInstance"":12,""NiSkinData"":12,""NiStencilProperty"":1}"
577197.nif,232355,1bf4ee4efc5fcf94cd41037f811f312c6be28db131a862fc2eebb3ea01f461c4,10.1.0.0,PASS,97,4,1713,2212,1,4,13,4,,8,forearm_BASE;forearm_BUMP;leg_BASE;leg_BUMP;torso_BASE;torso_BUMP;upperarm_BASE;upperarm_BUMP,0,0,,G3D,0,0,0,4,0,"{""NiNode"":56,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":4,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":4,""NiArkShaderExtraData"":4,""NiVertexMorphExtraData"":4,""NiAlphaProperty"":4,""NiMaterialProperty"":4,""NiTriShapeData"":4,""NiSkinInstance"":4,""NiSkinData"":4}"
575671.nif,32426,c61b48ed3692adc80b513842dc6bd948286bc0ca631c74f4a010866830490851,10.1.0.0,PASS,68,1,215,406,1,1,1,1,,2,face_BASE;face_BUMP,0,0,,G3D,0,0,0,1,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiVertexMorphExtraData"":1,""NiAlphaProperty"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
574799.nif,25882,9562b8441975e9e03a6e746617c63f98bfd6424a5c4356550c5092a839c88c78,10.1.0.0,PASS,69,1,252,474,1,1,1,2,,2,glasses_BASE;glasses_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":2,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiStencilProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
574828.nif,42958,7c34c7c67c6565124aa1ce017b347393aae4415d188575abb53baf27f3ed789e,10.1.0.0,PASS,68,1,514,448,1,1,1,2,,2,glasses_BASE;glasses_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":2,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
574894.nif,24538,b9fd0a0eb3be660b8728a533d256c659981c6c803e0b727356d4d0d011e5ee50,10.1.0.0,PASS,69,1,229,406,1,1,1,2,,2,glasses_BASE;glasses_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":2,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiStencilProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
575080.nif,39702,e9e0a62249069cecfc8438cbe1ad8a0f241324482d091f2318c209d559d11c2a,10.1.0.0,PASS,69,1,450,576,1,1,1,2,,2,glasses_BASE;glasses_BUMP,0,0,,G3D,0,0,0,0,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":2,""NiZBufferProperty"":1,""NiTriShape"":1,""NiArkShaderExtraData"":1,""NiAlphaProperty"":1,""NiStencilProperty"":1,""NiTriShapeData"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
549031.nif,162726,020746ee565574dbc8ddb65d0dfa3843bf5d2bba68ba19ff19cb52d9fa22fd6e,10.1.0.0,PASS,86,3,1152,2012,1,3,13,3,,6,forearm_BASE;forearm_BUMP;torso_BASE;torso_BUMP;upperarm_BASE;upperarm_BUMP,0,0,,G3D,0,0,0,3,0,"{""NiNode"":54,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":3,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiTriShape"":3,""NiArkShaderExtraData"":3,""NiVertexMorphExtraData"":3,""NiAlphaProperty"":3,""NiMaterialProperty"":3,""NiTriShapeData"":3,""NiSkinInstance"":3,""NiSkinData"":3}"
