writer_va,function_va,instruction,source_register_value,receiver_provenance,classification
0x006819B2,0x006817D0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006819FE,0x006817D0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x00681A3E,0x006817D0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00681A44,0x006817D0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00682A36,0x006829E0,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x0068331B,0x00683170,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0068552A,0x00685120,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x00686BBA,0x00686B00,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x0068843F,0x00688370,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x006894F6,0x00689490,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00689EB0,0x00689C80,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0068A453,0x0068A3A0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0068A4FC,0x0068A4A0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0068AB12,0x0068AAB0,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x0068B729,0x0068B6A0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0068BAD6,0x0068B810,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x0068D1B6,0x0068D150,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0068E2E3,0x0068E230,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0068E3EC,0x0068E390,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0068E7E2,0x0068E780,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x0068FD3A,0x0068FCD0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0068FE63,0x0068FCD0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0068FECA,0x0068FCD0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0068FF8E,0x0068FCD0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00691242,0x006911E0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006912E2,0x00691280,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00693581,0x00693530,"mov dword ptr [esi + 0x30], 0",0,unknown,POSSIBLE_ALIAS
0x00693B56,0x00693AF0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00693FBA,0x00693F70,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00694FF3,0x00694F40,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x0069522C,0x006951D0,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x006963C2,0x00696360,"mov byte ptr [esi + 0x30], dl",dl,stack,REJECTED_ALIAS
0x00697A61,0x00697430,"mov dword ptr [esp + 0x30], 0x24",0x24,stack slot (esp+0x30),REJECTED_ALIAS
0x00698D01,0x00698A50,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x00699638,0x006995D0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x00699692,0x006995D0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x00699A33,0x006999C0,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00699A42,0x006999C0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0069B5C1,0x0069B440,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0069C3F1,0x0069B9A0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0069C482,0x0069B9A0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0069C510,0x0069B9A0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0069C5E9,0x0069B9A0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0069C674,0x0069B9A0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0069C705,0x0069B9A0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0069C7E5,0x0069B9A0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0069C88D,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2c7",0x7d2c7,stack slot (esp+0x30),REJECTED_ALIAS
0x0069C957,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2c8",0x7d2c8,stack slot (esp+0x30),REJECTED_ALIAS
0x0069CA21,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2c9",0x7d2c9,stack slot (esp+0x30),REJECTED_ALIAS
0x0069CAEB,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2ca",0x7d2ca,stack slot (esp+0x30),REJECTED_ALIAS
0x0069CBB5,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2cb",0x7d2cb,stack slot (esp+0x30),REJECTED_ALIAS
0x0069CC7F,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2cc",0x7d2cc,stack slot (esp+0x30),REJECTED_ALIAS
0x0069CD49,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2cd",0x7d2cd,stack slot (esp+0x30),REJECTED_ALIAS
0x0069CE13,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2ce",0x7d2ce,stack slot (esp+0x30),REJECTED_ALIAS
0x0069CEDD,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2cf",0x7d2cf,stack slot (esp+0x30),REJECTED_ALIAS
0x0069CFA7,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d0",0x7d2d0,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D071,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d1",0x7d2d1,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D13B,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d2",0x7d2d2,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D205,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d3",0x7d2d3,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D2CF,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d4",0x7d2d4,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D399,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d5",0x7d2d5,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D463,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d6",0x7d2d6,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D52D,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d7",0x7d2d7,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D5F7,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d8",0x7d2d8,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D6C1,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2d9",0x7d2d9,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D78B,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x7d2da",0x7d2da,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D855,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c37",0x80c37,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D91F,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c38",0x80c38,stack slot (esp+0x30),REJECTED_ALIAS
0x0069D9E9,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c39",0x80c39,stack slot (esp+0x30),REJECTED_ALIAS
0x0069DAB3,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c3a",0x80c3a,stack slot (esp+0x30),REJECTED_ALIAS
0x0069DB7D,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c3b",0x80c3b,stack slot (esp+0x30),REJECTED_ALIAS
0x0069DC47,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c3c",0x80c3c,stack slot (esp+0x30),REJECTED_ALIAS
0x0069DD11,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c3d",0x80c3d,stack slot (esp+0x30),REJECTED_ALIAS
0x0069DDDB,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c3e",0x80c3e,stack slot (esp+0x30),REJECTED_ALIAS
0x0069DEA5,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c3f",0x80c3f,stack slot (esp+0x30),REJECTED_ALIAS
0x0069DF6F,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c40",0x80c40,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E039,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c41",0x80c41,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E103,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c42",0x80c42,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E1CD,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c43",0x80c43,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E297,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c44",0x80c44,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E361,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c45",0x80c45,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E42B,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c46",0x80c46,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E4F5,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c47",0x80c47,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E5BF,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c48",0x80c48,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E689,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c49",0x80c49,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E753,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c4a",0x80c4a,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E81D,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x80c4b",0x80c4b,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E8E7,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x83126",0x83126,stack slot (esp+0x30),REJECTED_ALIAS
0x0069E9B1,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x83127",0x83127,stack slot (esp+0x30),REJECTED_ALIAS
0x0069EA7B,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x83128",0x83128,stack slot (esp+0x30),REJECTED_ALIAS
0x0069EB46,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x83129",0x83129,stack slot (esp+0x30),REJECTED_ALIAS
0x0069EC12,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x8312a",0x8312a,stack slot (esp+0x30),REJECTED_ALIAS
0x0069ECDE,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x8345f",0x8345f,stack slot (esp+0x30),REJECTED_ALIAS
0x0069EDAA,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x83460",0x83460,stack slot (esp+0x30),REJECTED_ALIAS
0x0069EE76,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x83461",0x83461,stack slot (esp+0x30),REJECTED_ALIAS
0x0069EF42,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x83462",0x83462,stack slot (esp+0x30),REJECTED_ALIAS
0x0069F00E,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x83463",0x83463,stack slot (esp+0x30),REJECTED_ALIAS
0x0069F0DA,0x0069B9A0,"mov dword ptr [esp + 0x30], 0x83464",0x83464,stack slot (esp+0x30),REJECTED_ALIAS
0x006A1508,0x006A14D0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x006A2123,0x006A2060,"mov dword ptr [eax + 0x30], ecx",ecx,stack object,REJECTED_ALIAS
0x006A22B6,0x006A21F0,"mov dword ptr [eax + 0x30], ecx",ecx,stack object,REJECTED_ALIAS
0x006A2892,0x006A2830,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x006A3C7D,0x006A3C30,"mov dword ptr [esi + 0x30], ebx",ebx,"other-class this (vtable 0x00A8502C, .?AVArkBinkMediaPlayer@@)",REJECTED_ALIAS
0x006A3CA4,0x006A3C30,"or dword ptr [esi + 0x30], 0x70200000",0x70200000,"other-class this (vtable 0x00A8502C, .?AVArkBinkMediaPlayer@@)",REJECTED_ALIAS
0x006A3D5B,0x006A3CF0,"or dword ptr [esi + 0x30], 0xa",0xa,unknown,POSSIBLE_ALIAS
0x006A489F,0x006A4770,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006A7B37,0x006A7B10,"mov dword ptr [edi + 0x30], esi",esi,unknown,POSSIBLE_ALIAS
0x006A7FA8,0x006A7EA0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x006A8442,0x006A8320,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006A8F49,0x006A8F00,"mov dword ptr [esi + 0x30], ebx",ebx,unknown,POSSIBLE_ALIAS
0x006A90D4,0x006A9060,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006A95A3,0x006A9540,"mov dword ptr [esi + 0x30], ebx",ebx,unknown,POSSIBLE_ALIAS
0x006A9E20,0x006A9DE0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006AAB2E,0x006AAAD0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006AAB6F,0x006AAAD0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006AACB1,0x006AAAD0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006AAFBE,0x006AAE00,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006ABCC6,0x006ABB50,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x006ABEA6,0x006ABB50,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006ABEE2,0x006ABB50,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006AC16A,0x006ABB50,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006AC541,0x006ABB50,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x006AC62D,0x006ABB50,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006AD06B,0x006ACFF0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006AD137,0x006AD100,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006ADC98,0x006ADC80,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006AEA22,0x006AE990,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006AEF70,0x006AEF20,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x006AFD8C,0x006AFD40,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006B1547,0x006B1460,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x006B195E,0x006B18C0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006B1CCE,0x006B1C80,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x006B21AC,0x006B2150,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006B226C,0x006B2210,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006B25D6,0x006B2460,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006B3982,0x006B3950,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006B3A6B,0x006B3A10,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006B3B26,0x006B3AC0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006B3BC6,0x006B3B60,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006B3C47,0x006B3C00,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x006B3E0B,0x006B3DB0,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006B3F70,0x006B3F40,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006B4F5A,0x006B4EE0,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006B5ADD,0x006B5A50,"mov dword ptr [eax + 0x30], edx",edx,stack,REJECTED_ALIAS
0x006B6336,0x006B62A0,"mov dword ptr [eax + 0x30], ecx",ecx,stack,REJECTED_ALIAS
0x006B6585,0x006B64D0,"mov dword ptr [eax + 0x30], ecx",ecx,stack,REJECTED_ALIAS
0x006B71E5,0x006B70F0,"mov dword ptr [eax + 0x30], edx",edx,stack,REJECTED_ALIAS
0x006B7397,0x006B7310,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006B7AB7,0x006B79C0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006B7D47,0x006B7AF0,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x006B854A,0x006B8450,"mov dword ptr [ecx + 0x30], edx",edx,stack,REJECTED_ALIAS
0x006B86EB,0x006B8680,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006B8754,0x006B8680,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006BA37E,0x006BA270,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006BAB8A,0x006BAA20,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006BAED6,0x006BAE70,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006BAF76,0x006BAF10,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006BAFE0,0x006BAFD0,"mov dword ptr [esi + 0x30], eax",eax,"other-class this (vtable 0x00A854E4, .?AVNiStencilProperty@@)",REJECTED_ALIAS
0x006BB184,0x006BB140,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006BBA72,0x006BBA30,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006BC488,0x006BC350,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006BC942,0x006BC8E0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006BCC48,0x006BC8E0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006BF3FC,0x006BF2E0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x006BF649,0x006BF600,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006BF749,0x006BF700,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006C095C,0x006C0910,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006C1AC5,0x006C1A90,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006C1AE6,0x006C1A90,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006C2B0B,0x006C2AB0,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006C2DCA,0x006C2D40,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006C38E3,0x006C3870,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006C3ADB,0x006C3A50,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006C3C7C,0x006C3C20,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006C3D0C,0x006C3CB0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006C4C9A,0x006C4C40,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x006C4E32,0x006C4C40,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x006C4FD6,0x006C4F70,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006C5076,0x006C5010,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006C51AF,0x006C5150,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x006C61AD,0x006C6040,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006C63B5,0x006C6040,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006C646C,0x006C6420,"mov byte ptr [esi + 0x30], cl",cl,unknown,POSSIBLE_ALIAS
0x006C65C0,0x006C65A0,"mov byte ptr [esi + 0x30], cl",cl,unknown,POSSIBLE_ALIAS
0x006C6A72,0x006C6A40,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006C71E2,0x006C71B0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006C7296,0x006C7230,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006C7317,0x006C72D0,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x006C8687,0x006C85D0,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x006C885D,0x006C8830,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006C8CCC,0x006C8CB0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x006C94EE,0x006C9490,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x006C9B99,0x006C9A60,"mov dword ptr [edi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x006C9C65,0x006C9A60,"mov word ptr [esi + 0x30], dx",dx,unknown,POSSIBLE_ALIAS
0x006CA8A2,0x006CA870,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006CA9EF,0x006CA980,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006CAAA1,0x006CA980,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x006CAACF,0x006CA980,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x006CAC67,0x006CAC20,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x006CBF9C,0x006CBF50,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006CDD37,0x006CDCF0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006CDE15,0x006CDE10,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006CDE99,0x006CDE10,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006CE07E,0x006CDE10,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006CE22B,0x006CDE10,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006CE271,0x006CDE10,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006CE48B,0x006CE430,"mov byte ptr [esp + 0x30], dl",dl,stack slot (esp+0x30),REJECTED_ALIAS
0x006CF6C2,0x006CF5D0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006CF824,0x006CF5D0,"mov dword ptr [eax + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x006CFE74,0x006CF5D0,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x006D0F22,0x006D0ED0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006D28F2,0x006D2790,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
