file,klass,entry_count,num_tex,field2_raw,has_anim,anim_count,has_base,has_dark,has_detail,has_gloss,has_glow,has_bump,has_decal0,has_environment,tex_effect,mesh,blocks,mirror
105660.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
105677.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
105694.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
105710.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
191379.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
282821.nif,1|0,11,3,2816,0,0,1,0,0,0,1,0,0,0,0,1,63,1
210203.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
210232.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
130553.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
130582.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
130637.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
130659.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
130681.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
30671.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
30921.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45814.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
109147.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
109163.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
109179.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
130702.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
130750.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
130801.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
130850.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
130867.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
436236.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
437491.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
457826.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
112894.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
16263.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
16273.nif,1|0,4,3,1024,0,0,1,0,0,0,0,0,0,0,0,1,41,1
16315.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,33,1
16317.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,33,1
93916.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
93921.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
93925.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
93929.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
299125.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
299120.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
302507.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
302512.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
302517.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
302520.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
302523.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
190166.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
190171.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
190175.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
74670.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
74676.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
74682.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
74687.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,18,1
74692.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
540284.nif,1|0,9,3,2304,0,0,1,0,0,0,0,0,0,0,0,1,74,1
540304.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,22,1
540498.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,28,1
545944.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
540680.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
545932.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
545937.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
542514.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
542960.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
543487.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
291482.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
291488.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
291667.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
291672.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
105726.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
105746.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
105762.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
105778.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
16343.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
23142.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
16424.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
189877.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
189881.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
189884.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
78131.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
78138.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
78142.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
78146.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
78150.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
362453.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
362458.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
291785.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
291790.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
18082.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
22975.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
22979.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
23096.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
23098.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165196.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165263.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165280.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165296.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165314.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165330.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165347.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165363.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165381.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165398.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165414.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165431.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
190505.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
190509.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
190512.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
344887.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
344876.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
344878.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
189813.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
189817.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
514771.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
545527.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,20,1
545532.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
545536.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
545540.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
545543.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
545549.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
545551.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
545570.nif,1|0,11,3,2816,0,0,1,0,0,0,0,0,0,0,0,1,147,1
545589.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,14,1
346215.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
346233.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
346236.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
346239.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
346242.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
23113.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
30493.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
23182.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
93981.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
437699.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
298611.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
298618.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
298631.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
298799.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
298803.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
299115.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
298599.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
298607.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
436293.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
436223.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
436300.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
457579.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45878.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
34345.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
34366.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
34522.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27667.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
34532.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
34536.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
34542.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
62346.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
62350.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
62354.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
62359.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
307336.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
307343.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
307341.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
436228.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
436351.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
457595.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
457799.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
457812.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,14,1
458344.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45312.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
45326.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
45338.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
45350.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
31654.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,14,1
45233.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45244.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45255.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,14,1
45561.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27856.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
27876.nif,1|0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1
27879.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27880.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27881.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
27882.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27883.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
507310.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
507313.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
507319.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
507323.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
523274.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
523270.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
523345.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
523348.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
524442.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
307068.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
307079.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
27884.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
27885.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,33,1
27886.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
474333.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
27888.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,24,1
523418.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,32,1
523427.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,32,1
523360.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,15,1
523382.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,15,1
45674.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45689.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45701.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
291724.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
291733.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
291737.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
298595.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27889.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
27890.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
27891.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
27892.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
27893.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27894.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27895.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
295932.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
295937.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
295984.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27896.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27897.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27898.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27899.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
27900.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
526104.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
526105.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
526106.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
526107.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
189844.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
189848.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
307073.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
307063.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
74331.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
74337.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
74443.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
74449.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
74454.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
302526.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
302530.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
302535.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
297328.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
297336.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
297339.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
296003.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
348185.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
348243.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
348249.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
348253.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
295805.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
295822.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
458840.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
305212.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
305216.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
302539.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
302542.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
302545.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
302548.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
186448.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
5548.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45659.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45661.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
45663.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
5164.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
344825.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
344829.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
190221.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
190225.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
190229.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
526103.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
526108.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
526109.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165452.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165468.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
165485.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
183540.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
183920.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
514791.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
427188.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
525763.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525749.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525766.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,14,1
525775.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525873.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525877.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
592517.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
592305.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
524127.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
524062.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
524134.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525719.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525743.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525727.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,13,1
525723.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525707.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525711.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
525715.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
508968.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
508963.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
508973.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
576171.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
576352.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
417962.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
176573.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
175059.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
174146.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
174156.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
175002.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
174995.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,13,1
174999.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,13,1
532597.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
532600.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
170721.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
170725.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
170623.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
417991.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
170717.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
169850.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
171503.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
175793.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
510849.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
